Billie Eilish - idontwannabeyouanymore-1,008,379,235-455,635
A Great Big World - Say Something-1,007,274,930-302,390
Drake - Too Good-1,006,196,967-212,306
Ariana Grande - God is a woman-1,005,454,005-301,327
Clean Bandit - Solo-1,005,053,860-173,833
KAROL G - PROVENZA-1,004,148,205-936,746
Bazzi - Mine-1,004,067,083-249,891
Lil Baby - Yes Indeed-1,001,702,155-568,214
Kodak Black - ZEZE-1,001,304,216-281,711
Plain White T's - Hey There Delilah-1,000,335,816-386,104
Lady Gaga - Rain On Me-998,308,528-278,291
Aerosmith - Dream On-998,081,277-677,315
The Chainsmokers - Roses-998,074,272-239,903
Taylor Swift - Look What You Made Me Do-997,978,053-903,397
Lilly Wood and The Prick - Prayer in C-997,174,944-391,923
Michael Jackson - Beat It-997,070,538-569,921
Cigarettes After Sex - Apocalypse-997,050,295-1,420,710
Flo Rida - My House-996,713,204-282,795
Adele - Send My Love (To Your New Lover)-996,485,234-421,145
BÃRNS - Electric Love-993,963,877-462,791
Dan + Shay - 10,000 Hours-993,489,916-314,066
Calvin Harris - Promises-992,548,768-221,024
Foo Fighters - Everlong-992,488,078-881,813
Kali Uchis - telepatÃ­a-992,065,576-720,529
Imagine Dragons - Bones-991,913,183-1,194,088
Meghan Trainor - Like I'm Gonna Lose You-991,444,337-348,887
Smash Mouth - All Star-991,389,877-408,936
Eminem - Stan-991,328,632-651,325
Jonas Blue - Perfect Strangers-990,514,057-293,213
Daft Punk - Get Lucky (Radio Edit) [feat. Pharrell Williams and Nile Rodgers]-989,624,169-425,200
Avicii - Without You-988,803,852-412,247
Bad Bunny - Moscow Mule-988,669,734-529,027
Unknown - Perfect Strangers-987,832,001-280,514
Sheck Wes - Mo Bamba-986,917,441-359,894
Eslabon Armado - Ella Baila Sola-985,632,088-1,460,575
Nicki Minaj - Starships-985,479,457-581,401
YNW Melly - Murder on My Mind-984,475,266-398,311
Fleetwood Mac - The Chain-983,807,773-628,908
WILLOW - Wait a Minute!-982,772,634-502,237
Ice Cube - It Was A Good Day-981,925,225-737,080
Lil Nas X - THATS WHAT I WANT-981,922,421-449,152
Spice Girls - Wannabe-981,673,754-503,322
Post Malone - Candy Paint-981,651,917-270,812
Jason Derulo - Want to Want Me-979,939,468-444,841
M83 - Midnight City-979,207,233-481,477
Frank Ocean - Pink + White-979,160,244-1,609,441
Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)-978,991,891-538,222
Calvin Harris - Slide-978,239,932-270,660
AC/DC - You Shook Me All Night Long-978,166,176-623,679
Cyndi Lauper - Girls Just Want to Have Fun-977,984,551-560,234
Guns N' Roses - Paradise City-977,846,107-442,057
Red Hot Chili Peppers - Snow (Hey Oh)-976,954,093-550,788
Pop Smoke - Dior-976,327,189-502,668
Billie Eilish - bury a friend-974,887,332-179,296
Ariana Grande - Dangerous Woman-972,654,592-715,073
Katy Perry - Last Friday Night (T.G.I.F.)-970,941,040-781,785
Mabel - Don't Call Me Up-969,102,003-206,916
Swedish House Mafia - Don't You Worry Child-969,020,903-600,821
blink-182 - All The Small Things-969,005,911-588,326
Liam Payne - Strip That Down-968,245,255-160,012
Shawn Mendes - If I Can't Have You-968,117,861-242,335
Kina - Get You The Moon-967,806,814-285,322
Bon Jovi - You Give Love A Bad Name-967,618,937-588,601
Lil Nas X - Old Town Road-967,310,777-247,247
Chris Brown - No Guidance-967,197,656-316,128
Post Malone - Go Flex-966,790,414-368,821
Gnarls Barkley - Crazy-963,528,286-680,363
Calvin Harris - Outside-962,474,947-741,098
Pitbull - Give Me Everything-961,876,094-683,323
Taio Cruz - Dynamite-961,748,789-488,167
Elley DuhÃ© - MIDDLE OF THE NIGHT-961,481,461-592,689
Imagine Dragons - Bad Liar-959,679,578-468,483
Calum Scott - You Are The Reason-958,394,165-370,883
Lizzo - Truth Hurts-957,194,227-167,460
Olivia Rodrigo - happier-956,829,952-822,990
Jaymes Young - Infinity-954,189,779-804,157
BlocBoy JB - Look Alive-954,033,706-166,070
Jay Wheeler - La Curiosidad-953,689,197-720,278
Evanescence - Bring Me To Life-951,232,678-851,041
Of Monsters and Men - Little Talks-950,954,877-425,129
MEDUZA - Piece Of Your Heart-950,100,669-235,821
The Verve - Bitter Sweet Symphony-946,490,609-488,498
Shakira - Chantaje-942,806,438-242,551
U2 - With Or Without You-941,286,682-541,032
Outkast - Ms. Jackson-939,537,785-557,372
Katy Perry - Firework-939,088,341-545,204
Bad Bunny - Vete-938,747,685-310,174
Lost Frequencies - Are You With Me-938,425,191-573,090
Mr. Probz - Waves-938,200,846-267,228
Green Day - Basket Case-938,034,435-704,138
The Clash - Should I Stay or Should I Go-937,915,457-423,116
Y2K - Lalala-937,880,530-157,035
Drake - Fake Love-936,588,951-169,096
Steve Lacy - Bad Habit-936,172,784-855,517
Sam Smith - How Do You Sleep?-936,034,347-206,745
Khalid - Talk-934,555,884-170,522
Doja Cat - Streets-934,501,669-562,586
Zara Larsson - Never Forget You-932,993,828-218,206
Calvin Harris - My Way-932,890,315-367,563
Aerosmith - I Don't Want To Miss A Thing-931,408,306-431,941
The Drifters - Stand by Me-930,978,111-841,889
Ben E. King - Stand by Me-930,978,111-915,962
Flo Rida - Low-930,923,205-707,294
Avicii - Hey Brother-928,441,704-381,353
Disclosure - Latch-927,535,683-353,115
Nicky Jam - X-927,232,925-184,350
Justin Timberlake - Mirrors-927,101,623-577,589
Black Eyed Peas - RITMO (Bad Boys For Life)-926,481,157-170,042
Eminem - The Monster-926,129,679-460,242
Ed Sheeran - The A Team-925,081,775-288,932
Ariana Grande - break up with your girlfriend, i'm bored-925,040,148-245,007
Bad Bunny - LA NOCHE DE ANOCHE-925,027,936-337,667
Black Sabbath - Paranoid (2009-924,894,883-840,380
Rae Sremmurd - Black Beatles-924,235,081-236,175
KYLE - iSpy-924,094,375-171,772
TLC - No Scrubs-922,450,929-545,051
Arctic Monkeys - R U Mine?-922,403,259-603,676
Shaggy - It Wasn't Me-921,903,830-431,737
Surf Curse - Freaks-921,109,016-1,022,348
Alicia Keys - If I Ain't Got You-920,977,859-577,008
Eminem - Not Afraid-919,317,976-460,099
Zac Efron - Rewrite The Stars-917,597,501-389,103
Maroon 5 - This Love-917,428,624-781,451
Bee Gees - Stayin Alive-917,143,488-491,728
Ed Sheeran - I See Fire-917,133,777-161,530
JVKE - golden hour-916,041,020-1,205,503
Jonas Blue - Mama-915,641,686-216,976
MÃ¥neskin - I WANNA BE YOUR SLAVE-915,240,563-554,807
XXXTENTACION - the remedy for a broken heart (why am I so in love)-914,220,338-234,290
JAY-Z - Numb / Encore-913,276,403-495,675
SZA - Good Days-913,140,920-723,314
Drake - Money In The Grave (Drake ft. Rick Ross)-912,855,426-304,741
Rag'n'Bone Man - Human-911,866,955-461,626
The Notorious B.I.G. - Big Poppa-911,145,814-553,479
Maroon 5 - Don't Wanna Know-909,812,329-187,829
Ariana Grande - 34+35-909,762,243-347,266
Coldplay - Adventure of a Lifetime-909,286,078-588,039
Surfaces - Sunday Best-907,957,936-195,802
Kygo - Stole the Show-907,253,880-269,708
Riton - Friday-907,121,862-311,678
Frank Ocean - Lost-907,118,042-682,890
Lady Gaga - Just Dance-906,697,475-707,523
Lunay - Soltera (Remix)-906,558,055-287,094
Beach House - Space Song-906,450,030-1,004,631
Van Morrison - Brown Eyed Girl-906,151,293-564,406
R. City - Locked Away-905,533,482-394,215
Drake - Hold On, We're Going Home-904,532,394-423,207
Migos - Bad and Boujee-902,553,965-186,384
Dr. Dre - The Next Episode-901,191,882-478,557
KALEO - Way down We Go-900,716,227-794,685
Drake - Laugh Now Cry Later-899,751,560-342,387
Khalid - Love Lies-898,991,464-228,451
American Authors - Best Day Of My Life-898,234,392-437,935
Dominic Fike - 3 Nights-897,855,200-306,944
Hoobastank - The Reason-897,558,735-555,233
Bruno Mars - Treasure-897,349,177-590,961
Dennis Lloyd - Nevermind-896,869,355-338,777
Maluma - Felices los 4-896,343,030-175,865
Led Zeppelin - Stairway to Heaven-895,759,750-384,270
Gucci Mane - Wake Up in the Sky-895,638,221-520,758
BLACKPINK - How You Like That-895,220,923-819,293
Luis Fonsi - Ãchame La Culpa-894,814,672-171,875
Juice WRLD - Come & Go-894,764,966-294,774
Nico & Vinz - Am I Wrong-894,618,920-444,838
Miley Cyrus - We Can't Stop-890,689,838-376,188
Black Eyed Peas - Where Is The Love?-890,653,022-512,518
Elton John - I'm Still Standing-888,864,114-876,480
Dua Lipa - Physical-888,487,041-382,413
Lil Uzi Vert - 20 Min-887,736,984-591,166
Electric Light Orchestra - Mr. Blue Sky-887,603,361-365,609
Rihanna - Only Girl (In The World)-885,704,236-884,403
Niall Horan - Slow Hands-885,417,009-313,526
The Weeknd - Often-884,691,623-446,420
Red Hot Chili Peppers - Otherside-883,814,930-843,914
Lil Uzi Vert - The Way Life Goes-883,410,542-466,439
Maggie Lindemann - Pretty Girl-882,475,989-89,788
Rauw Alejandro - Desesperados-881,043,384-547,626
MEDUZA - Lose Control-880,447,525-242,971
Bryson Tiller - Exchange-879,749,877-444,174
Fleetwood Mac - Go Your Own Way-879,675,078-658,875
ROSALÃA - DESPECHÃ-878,862,746-592,714
The Kid LAROI - WITHOUT YOU-877,538,138-269,023
The Weeknd - In Your Eyes-876,896,972-302,308
Olivia Rodrigo - favorite crime-876,813,606-761,087
JAY-Z - Empire State Of Mind-875,916,886-794,239
Kygo - Higher Love-873,892,161-318,135
George Ezra - Shotgun-873,486,603-245,253
George Michael - Careless Whisper-872,961,596-844,225
Taylor Swift - Wildest Dreams-872,816,787-561,977
The Animals - House of the Rising Sun-872,636,236-426,947
Daryl Hall & John Oates - You Make My Dreams (Come True)-871,734,110-542,019
Rihanna - S&M-871,677,406-647,331
Ariana Grande - Santa Tell Me-871,547,755-1,781,582
Starley - Call on Me-870,665,223-113,746
Billie Eilish - bellyache-870,129,522-508,499
Daniel Caesar - Get You-869,564,076-747,853
Juice WRLD - Bandit-868,278,248-300,411
Taylor Swift - Donât Blame Me-867,671,056-1,568,375
KALEO - Way down We Go-867,328,839-885,206
Ava Max - Kings & Queens-867,259,597-438,732
Surf Mesa - ily (i love you baby)-865,841,766-206,004
Kanye West - POWER-865,637,151-377,174
Nickelback - How You Remind Me-864,389,552-630,049
Bruno Mars - Marry You-863,363,689-661,272
Paulo Londra - Adan y Eva-862,974,917-203,248
G-Eazy - Him & I-862,939,935-514,270
Shawn Mendes - In My Blood-862,255,591-194,108
Cardi B - Bodak Yellow-861,350,678-164,044
Mark Ronson - Nothing Breaks Like a Heart-860,692,094-427,078
Dua Lipa - Levitating-860,407,097-459,077
Mario - Let Me Love You-860,101,500-445,204
Bob Marley & The Wailers - Three Little Birds-859,880,240-374,868
Imagine Dragons - On Top Of The World-859,073,909-472,342
Zion & Lennox - Otra vez-858,728,447-508,345
Florence + The Machine - Dog Days Are Over-857,057,819-756,235
The Weeknd - Heartless-856,689,498-600,896
girl in red - we fell in love in october-856,166,442-1,210,732
Calvin Harris - Blame-855,333,599-374,098
Wham! - Wake Me Up Before You Go-Go-854,143,023-444,053
21 Savage - a lot-853,862,249-505,745
Guns N' Roses - November Rain-853,417,194-454,777
Ty Dolla $ign - Or Nah-852,923,736-428,379
Rosa Linn - SNAP-852,909,959-922,828
Harry Styles - Golden-852,701,593-338,434
Amy Winehouse - Back To Black-851,868,239-621,048
Mustard - Ballin'-851,857,135-349,683
Lauv - i'm so tired...-851,552,102-222,455
d4vd - Romantic Homicide-851,289,117-1,463,600
Tyler, The Creator - EARFQUAKE-849,774,534-484,590
Billie Eilish - Bored-849,387,787-627,036
KISS - I Was Made For Lovin' You-849,335,864-628,303
Kanye West - Father Stretch My Hands Pt. 1-849,294,734-1,223,427
Taylor Swift - august-849,002,606-1,503,867
Avicii - Levels-847,147,657-456,034
Niall Horan - This Town-847,081,897-551,919
Polo G - RAPSTAR-846,950,479-416,265
The Offspring - You're Gonna Go Far, Kid-846,680,679-597,048
50 Cent - Candy Shop-845,862,353-502,506
Calvin Harris - Feel So Close-845,143,941-526,146
Rachel Platten - Fight Song-843,951,937-262,960
NATTI NATASHA - Criminal-843,715,658-192,902
Green Day - American Idiot-843,437,713-650,266
Taylor Swift - Delicate-843,423,271-972,844
Sia - Elastic Heart-841,445,369-532,387
Jonas Blue - Rise-841,268,188-170,543
Bruno Mars - The Lazy Song-841,183,774-572,819
Michael BublÃ© - It's Beginning to Look a Lot like Christmas-840,195,853-1,669,687
A Boogie Wit da Hoodie - Drowning-837,654,142-384,916
Galantis - No Money-837,262,464-146,384
Harry Styles - Late Night Talking-836,629,407-669,320
Ariana Grande - Break Free-835,967,515-283,560
Billie Eilish - i love you-835,725,401-395,225
Stephen Sanchez - Until I Found You-834,322,219-849,349
Juice WRLD - Wishing Well-834,313,548-332,326
3 Doors Down - Kryptonite-834,220,653-499,995
Tainy - Lo Siento BB:/-834,071,523-428,654
Macklemore - Glorious-833,240,310-364,057
TiÃ«sto - Jackie Chan-833,191,969-151,722
4 Non Blondes - What's Up?-831,421,538-514,471
Kanye West - Flashing Lights-830,888,723-1,334,316
Rihanna - Don't Stop The Music-830,634,995-620,992
Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53-830,404,749-646,114
The Weeknd - Reminder-829,613,922-1,069,645
Miley Cyrus - Wrecking Ball-829,252,885-473,161
The Jackson 5 - I Want You Back-828,471,242-362,395
Charlie Puth - Left and Right (Feat. Jung Kook of BTS)-827,313,626-666,544
Nicky Jam - El PerdÃ³n-826,480,403-183,183
Sam Hunt - Body Like A Back Road-826,005,566-275,440
GROUPLOVE - Tongue Tied-824,802,320-331,277
The Weeknd - Pray For Me-824,557,466-482,373
J. Cole - Work Out-824,170,543-647,673
Taylor Swift - You Need To Calm Down-823,952,522-578,128
Camila Cabello - Bam Bam-823,621,048-490,215
DRAM - Broccoli-823,555,215-133,326
My Chemical Romance - Teenagers-822,930,302-682,009
James Blunt - You're Beautiful-822,806,897-350,330
Edward Sharpe & The Magnetic Zeros - Home-822,803,343-418,707
Owl City - Fireflies-822,130,352-346,723
The Weeknd - I Was Never There-821,349,505-922,963
Bad Bunny - Safaera-821,297,121-233,011
Ariana Grande - Love Me Harder-820,595,469-462,796
Queen - Somebody To Love-820,041,060-328,904
Akon - Smack That-819,895,907-988,328
Galantis - Runaway (U & I)-818,679,904-250,483
Ozuna - Hey Mor-817,991,246-989,927
The Temptations - My Girl-817,769,842-506,338
Bad Bunny - La Santa-816,868,171-477,024
KAROL G - BICHOTA-815,606,010-281,299
Rage Against The Machine - Killing In The Name-814,859,553-432,580
Panic! At The Disco - I Write Sins Not Tragedies-814,102,600-304,980
Don Toliver - No Idea-812,113,020-530,516
Noah Cyrus - July-812,002,980-616,259
KAROL G - TQG-811,613,719-1,193,170
Iyaz - Replay-811,343,463-643,170
Doja Cat - Boss Bitch-810,676,088-356,446
Yng Lvcas - La Bebe-808,917,229-1,263,038
Tove Lo - Habits (Stay High)-808,798,685-620,418
Chris Stapleton - Tennessee Whiskey-808,795,189-606,729
Van Halen - Jump-808,452,170-395,127
Taylor Swift - Love Story-808,324,919-488,940
Camila Cabello - Never Be the Same-808,249,678-190,288
Brenda Lee - Rockin' Around The Christmas Tree-807,674,812-1,579,696
Ariana Grande - Problem-806,279,547-237,425
Jason Mraz - I Won't Give Up-805,849,239-250,862
Justin Bieber - Baby-804,811,733-694,092
Billie Eilish - you should see me in a crown-803,526,928-265,800
Metro Boomin - Space Cadet-803,388,581-554,710
Pink Floyd - Another Brick In The Wall, Pt. 2-802,869,787-441,456
d4vd - Here With Me-801,924,183-1,171,140
Ruth B. - Lost Boy-801,117,503-205,202
The Weeknd - After Hours-800,329,768-739,029
Simple Minds - Don't You (Forget About Me)-800,185,207-494,254
Robin Thicke - Blurred Lines-799,820,971-244,125
Polo G - Pop Out-798,981,682-320,476
Empire of the Sun - Walking On A Dream-798,944,785-538,063
Jimmy Eat World - The Middle-798,903,987-564,837
David Guetta - Memories-798,033,500-524,226
Kanye West - Bound 2-797,605,229-862,832
Aaron Smith - Dancin-797,134,054-308,814
Taylor Swift - ME!-797,084,830-366,014
David Guetta - 2U-796,582,652-116,272
Juice WRLD - Lean Wit Me-796,289,314-435,213
Rihanna - Bitch Better Have My Money-796,070,085-265,162
Eminem - River-795,140,478-178,466
Rob $tone - Chill Bill-794,663,073-231,854
Becky G - MAMIII-794,535,175-591,352
Kenny Loggins - Footloose-794,376,570-358,437
Katy Perry - The One That Got Away-794,114,166-649,836
Drake - Jumpman-794,025,563-139,966
J Balvin - Un DÃ­a (One Day)-790,954,401-204,140
Frank Ocean - Thinkin Bout You-790,796,133-599,938
Petit Biscuit - Sunset Lover-789,185,723-145,432
AURORA - Runaway-788,939,128-504,850
System Of A Down - Toxicity-788,744,503-546,469
Lana Del Rey - Video Games-788,010,944-585,315
A Boogie Wit da Hoodie - Swervin-787,858,986-190,694
Piso 21 - DÃ©jala Que Vuelva-787,419,271-856,441
DJ Snake - Loco Contigo-785,893,548-153,759
Katy Perry - I Kissed A Girl-784,902,471-545,180
Flo Rida - Wild Ones-784,504,806-643,272
Leona Lewis - Bleeding Love-784,498,095-327,766
Bad Bunny - Si EstuviÃ©semos Juntos-783,652,916-515,799
Mike Perry - The Ocean-782,846,415-111,238
CKay - love nwantiti (ah ah ah)-782,585,375-418,546
David Guetta - Sexy Bitch-782,475,445-479,792
Elton John - Your Song-782,189,543-441,579
Lizzo - About Damn Time-781,944,908-378,519
Pixies - Where Is My Mind?-781,709,818-564,006
David Guetta - Hey Mama-781,322,293-213,966
Drake - Controlla-781,163,278-143,598
Enrique Iglesias - Bailando-780,875,898-276,226
Elvis Presley - Can't Help Falling in Love-779,412,738-509,911
Red Hot Chili Peppers - Scar Tissue-778,579,076-881,540
Fleetwood Mac - Everywhere-778,422,305-581,020
Bobby Helms - Jingle Bell Rock-778,203,763-1,333,255
Coldplay - Clocks-777,413,679-700,822
Fifth Harmony - Worth It-776,945,918-182,734
Future - Low Life-776,014,012-802,144
Charlie Puth - One Call Away-775,921,556-274,331
Billy Joel - Piano Man-775,337,739-334,309
Ed Sheeran - Perfect Duet (Ed Sheeran & BeyoncÃ©)-775,268,144-113,570
AWOLNATION - Sail-775,134,303-195,179
Oasis - Don't Look Back In Anger-774,304,856-442,380
Cage The Elephant - Cigarette Daydreams-773,762,716-653,921
Jeremy Zucker - comethru-773,497,181-316,621
The Weeknd - Stargirl Interlude-773,219,032-1,367,476
Blur - Song 2-773,187,937-577,763
Ozuna - Vaina Loca-772,744,877-291,027
Miley Cyrus - Malibu-772,634,557-201,802
Bon Jovi - It's My Life-770,748,681-480,349
Stephen Sanchez - Until I Found You-770,437,065-1,120,580
Alicia Keys - No One-770,057,748-350,530
Polo G - Martin & Gina-769,971,122-573,518
Ozuna - Se PreparÃ³-769,130,170-397,530
Drake - Jimmy Cooks-768,800,448-1,158,106
Lady Gaga - Million Reasons-768,774,535-290,625
DaBaby - BOP-768,001,517-293,429
Meghan Trainor - All About That Bass-767,076,797-207,652
Gesaffelstein - Lost in the Fire-766,796,188-616,326
alt-J - Breezeblocks-766,702,825-329,175
Justin Timberlake - SexyBack-766,486,721-390,994
BLACKPINK - Kill This Love-766,329,982-259,979
Conan Gray - Maniac-765,796,274-397,468
Birdy - Skinny Love-765,763,929-257,684
Justin Bieber - Lonely-765,714,674-272,198
Nelly - Dilemma-765,697,329-416,650
Toploader - Dancing in the Moonlight-765,515,107-426,171
Chord Overstreet - Hold On-765,230,932-434,121
Tracy Chapman - Fast Car-765,025,002-431,771
One Direction - Perfect-764,738,853-429,256
Maroon 5 - One More Night-764,692,675-500,283
Bob Marley & The Wailers - Could You Be Loved-764,372,693-400,710
Bad Bunny - Diles-764,122,999-441,432
Franz Ferdinand - Take Me Out-763,216,154-412,116
Sam Smith - Like I Can-763,071,702-439,128
The Script - Breakeven-763,050,916-375,723
Justin Bieber - Yummy-762,752,722-149,752
Keala Settle - This Is Me-762,286,641-218,684
Metallica - Master Of Puppets-761,893,374-483,790
6ix9ine - FEFE-761,530,606-98,054
Eminem - Superman-761,478,954-884,321
Jack Harlow - Whats Poppin-760,820,054-365,144
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song]-760,194,618-324,182
Grupo Frontera - un x100to-759,540,020-1,393,460
Wisin - EscÃ¡pate Conmigo-758,741,579-158,824
Rick Astley - Never Gonna Give You Up-758,048,194-346,459
Daddy Yankee - Gasolina-757,990,250-623,839
J Balvin - QuÃ© MÃ¡s Pues?-757,455,251-266,211
Bad Bunny - Si Veo a Tu MamÃ¡-756,858,956-302,074
Becky G - Sin Pijama-756,848,656-138,832
Kings of Leon - Use Somebody-756,506,949-414,716
Shawn Mendes - Lost In Japan-756,289,944-158,531
BANNERS - Someone To You-755,990,379-393,443
Melanie Martinez - Play Date-755,271,883-288,495
Kid Cudi - Day 'N' Nite (Nightmare)-755,116,508-464,905
Billy Joel - Uptown Girl-754,918,952-536,802
Arctic Monkeys - Fluorescent Adolescent-754,565,449-509,269
Justin Bieber - Holy-752,944,760-183,738
The Offspring - The Kids Aren't Alright-752,410,582-622,646
Train - Drops of Jupiter (Tell Me)-752,175,453-405,958
Deorro - Five More Hours-751,421,623-216,088
Taylor Swift - I Knew You Were Trouble.-750,496,975-467,862
Billie Eilish - wish you were gay-750,087,677-176,578
Fetty Wap - 679-749,890,973-430,002
Icona Pop - I Love It-749,631,511-351,282
Jack Johnson - Better Together-749,417,147-353,776
Bruno Mars - Finesse-748,894,745-255,408
Billie Eilish - Therefore I Am-748,288,365-278,292
Childish Gambino - 3005-747,989,468-384,177
Neon Trees - Everybody Talks-747,657,207-390,224
Nicki Minaj - Super Bass-747,579,303-519,092
A$AP Rocky - F**kin' Problems-746,838,084-282,736
Elvis Presley - Can't Help Falling in Love-746,694,924-
Destiny's Child - Say My Name-746,319,687-374,054
Sia - Snowman-746,047,817-1,624,015
LP - Lost on You-745,523,968-429,157
Jack Harlow - First Class-745,518,988-471,160
Miley Cyrus - Angels Like You-745,498,707-1,134,322
Katy Perry - Hot N Cold-745,390,246-624,600
Nicky Youre - Sunroof-745,176,722-611,917
THE SCOTTS - THE SCOTTS-744,982,655-213,345
Martin Jensen - Solo Dance-744,849,130-139,534
Bad Bunny - Neverita-744,275,315-448,864
Ella Fitzgerald - Christmas Island-743,700,914-694,748
Boston - More Than a Feeling-742,621,187-395,283
Playboi Carti - Magnolia-741,816,469-442,840
Coldplay - Sparks-741,728,625-1,181,593
Ne-Yo - So Sick-741,472,561-535,206
Olivia Rodrigo - jealousy, jealousy-741,354,570-589,322
Sebastian Yatra - Pareja Del AÃ±o-741,276,104-395,094
Becky G - Shower-741,215,639-310,237
Cris Mj - Una Noche en MedellÃ­n-741,065,219-427,151
SZA - Love Galore-740,399,959-353,171
Bing Crosby - White Christmas-740,166,188-544,156
Bing Crosby - It's Beginning To Look A Lot Like Christmas-740,166,188-
The Ray Conniff Singers - Sleigh Ride-740,166,188-404,651
Queen - Killer Queen-740,001,816-463,882
Doja Cat - You Right-739,941,873-506,577
CJ - Whoopty-739,904,254-210,449
ROSALÃA - Con Altura-739,354,326-156,923
Miley Cyrus - Prisoner-739,194,539-322,919
Sean Paul - Temperature-738,875,342-643,887
Linkin Park - What I've Done-738,620,000-673,230
Migos - Walk It Talk It-738,428,725-240,922
Burl Ives - Christmas Child-738,142,929-
Lorde - Team-737,940,123-524,476
Ariana Grande - boyfriend-737,847,044-360,283
J Balvin - QUE PRETENDES-735,953,710-372,353
Big Sean - I Don't Fuck With You-735,634,092-237,228
AminÃ© - Caroline-735,063,058-139,561
Avril Lavigne - Complicated-735,023,786-461,745
P!nk - What About Us-734,594,970-259,023
One Direction - Steal My Girl-734,335,759-414,548
Selena Gomez & The Scene - Love You Like A Love Song-733,748,933-612,292
Mr.Kitty - After Dark-733,638,779-644,938
Foreigner - I Want to Know What Love Is-733,256,237-752,867
The Wanted - Glad You Came-732,591,912-385,873
Feid - Feliz CumpleaÃ±os Ferxxo-732,439,177-1,059,516
Flo Rida - Whistle-731,301,474-401,963
The 1975 - Somebody Else-731,271,051-318,432
Juice WRLD - Armed And Dangerous-730,869,828-287,090
Taylor Swift - ME!-730,859,004-320,741
Demi Lovato - Cool for the Summer-730,727,558-425,070
Ed Sheeran - South of the Border-729,773,741-188,014
Charlie Puth - Marvin Gaye-728,443,858-216,053
Avicii - SOS-728,263,146-175,627
B.o.B - Airplanes-727,381,624-399,594
Anuel AA - Ella Quiere Beber-727,039,533-291,303
Dr. Dre - Forgot About Dre-726,008,439-433,149
Fall Out Boy - Sugar, We're Goin Down-725,355,502-334,489
ACRAZE - Do It To It-725,147,942-375,261
David Kushner - Daylight-724,791,137-2,392,830
Mau y Ricky - Desconocidos-724,695,045-184,754
PinkPantheress - Boy's a liar Pt. 2-724,506,607-788,140
Bad Bunny - A Tu Merced-724,505,201-291,961
Ed Sheeran - Don't-724,270,083-163,248
Marshmello - Leave Before You Love Me-723,719,163-601,539
Pop Smoke - Mood Swings-723,662,627-307,114
Bill Withers - Ain't No Sunshine-722,936,070-802,105
Anuel AA - Secreto-722,260,623-189,788
Blackstreet - No Diggity-722,109,191-338,634
BTS - FAKE LOVE-721,787,096-251,758
MGMT - Kids-721,553,056-305,010
Eminem - Venom-721,396,662-338,744
Creedence Clearwater Revival - Bad Moon Rising-721,100,921-518,201
Little Mix - Shout Out to My Ex-721,086,756-181,248
The Mamas & The Papas - California Dreamin'-720,620,301-651,398
Gorillaz - Clint Eastwood-720,514,990-327,622
Aventura - VolvÃ­-719,640,986-330,658
Wallows - Are You Bored Yet?-719,347,256-552,171
Luke Combs - Beautiful Crazy-718,758,229-481,302
Lil Nas X - Panini-718,726,155-154,622
Khalid - Saturday Nights-718,083,720-154,139
Lewis Capaldi - Hold Me While You Wait-717,330,595-388,721
X Ambassadors - Renegades-717,171,221-321,699
Men At Work - Down Under-716,869,876-435,806
Katy Perry - California Gurls-716,721,797-467,260
Paramore - Misery Business-716,376,942-450,988
OneRepublic - Apologize-716,207,567-335,780
Lukas Graham - Love Someone-716,078,805-209,256
Alessia Cara - How Far I'll Go-716,011,787-129,880
Ellie Goulding - Burn-715,970,319-317,211
Flume - Never Be Like You-715,848,479-254,884
BENEE - Supalonely-715,847,102-110,527
Kid Cudi - Pursuit Of Happiness (Nightmare)-715,790,003-359,205
Taylor Swift - Enchanted-715,623,311-602,177
TiÃ«sto - The Motto-715,344,443-452,457
Two Door Cinema Club - What You Know-715,247,802-412,362
Swedish House Mafia - Moth To A Flame-714,308,496-720,342
Alok - Hear Me Now-713,391,329-276,137
Drake - Wants and Needs-713,310,081-484,733
USHER - DJ Got Us Fallin' in Love-712,859,681-482,269
Yandel - Yandel 150-712,480,352-770,691
James Arthur - Train Wreck-711,265,084-481,910
Post Malone - I Like You (A Happier Song)-711,140,541-723,511
Lil Peep - Save That Shit-711,040,549-281,917
Morgan Wallen - Whiskey Glasses-710,845,029-520,209
Disturbed - The Sound of Silence-710,639,185-265,317
Britney Spears - ...Baby One More Time-710,368,119-491,768
Travis Scott - Goosebumps-710,237,511-302,577
blink-182 - I Miss You-709,807,377-359,607
Bad Bunny - Yo Perreo Sola-708,858,939-181,640
Lil Tjay - Calling My Phone-708,397,518-382,896
Queen - Crazy Little Thing Called Love-707,998,758-616,838
Bazzi - Beautiful-707,387,856-170,621
Taylor Swift - willow-707,319,015-820,735
Demi Lovato - Heart Attack-706,595,081-732,731
Justin Bieber - Hold On-706,470,438-239,922
Bruno Mars - Versace on the Floor-705,935,236-544,343
The Weeknd - Party Monster-705,839,410-508,191
Vanessa Carlton - A Thousand Miles-705,425,674-356,348
Jon Bellion - All Time Low-705,242,627-139,934
Jack Harlow - Whats Poppin-705,239,970-203,249
